num_inferences,batch_size,tot_images,tot_time,FPS
1000,1,1000,0.7768795480951667,1287.2008311351522
1000,2,2000,0.8040057779289782,2487.5443123701903
1000,4,4000,0.934063667897135,4282.363330762272
1000,8,8000,1.7632024129852653,4537.198872394496
1000,16,16000,3.4674081800039858,4614.397604605527
1000,32,32000,6.73114207200706,4754.022372084384
1000,64,64000,13.450002528959885,4758.3634175680145
1000,128,128000,26.597918106941506,4812.406726171348
1000,256,256000,52.88963903300464,4840.267483017774
1000,512,512000,105.63271270412952,4846.983352913404
