num_inferences,batch_size,tot_images,tot_time,FPS
1000,1,1000,2.562131416,390.3000422832331
1000,2,2000,5.053362125,395.77610915821714
1000,4,4000,9.123064458000002,438.4491656739755
1000,8,8000,17.149129083000002,466.4959929615569
1000,16,16000,33.1909525,482.059079202382
1000,32,32000,65.11901083299999,491.40795584357284
1000,64,64000,128.10078562500001,499.60661589814504
1000,128,128000,255.67347320800002,500.6385621236004
